project_id,sector,agency,state,original_cost,land_acquisition_issue,forest_clearance_issue,contractor_delay,burn_rate_6m,phys_burn_rate_6m,target_cost_overrun_pct,target_time_overrun_months
103020,Roads & Highways,Unknown Agency,Gujarat,1324.84,1,0,0,248.52003859601314,12.117144183169017,42.28299496709229,30
103021,Roads & Highways,Unknown Agency,Gujarat,2271.86,0,1,0,186.02140034492967,9.604110440422085,4.3010119369509034,15
103022,Roads & Highways,Unknown Agency,Gujarat,1710.3,1,0,0,84.14389103504811,10.058047975479763,21.881003712563803,26
103023,Roads & Highways,Unknown Agency,Gujarat,3834.24,0,0,0,570.5726197473576,12.465460113259372,4.124153634238035,3
103024,Roads & Highways,Unknown Agency,Gujarat,2594.17,0,0,0,397.09540635401936,14.35561049904102,1.9679042789545411,2
103025,Roads & Highways,Unknown Agency,Gujarat,1298.0,0,0,1,223.56964090149017,11.77204895063256,25.38744047265082,15
103026,Roads & Highways,Unknown Agency,Gujarat,1415.34,1,1,0,145.71833915853617,5.773888172286393,33.39156540695986,40
103027,Roads & Highways,Unknown Agency,Gujarat,1034.04,0,0,0,72.99696127947186,5.99014774974161,-1.0891121666251458,1
103028,Roads & Highways,Unknown Agency,Gujarat,1181.76,1,0,0,76.96159920819782,3.5653476095472287,46.446722763051255,34
103029,Roads & Highways,Unknown Agency,Gujarat,466.8,0,0,0,23.776590083084955,4.937854960568842,0.20657978093090845,0
103030,Roads & Highways,Unknown Agency,Gujarat,907.39,0,0,0,76.89857123254444,8.099832718609292,-1.612925857835748,0
103031,Roads & Highways,Unknown Agency,Gujarat,1553.76,0,0,0,162.68994262683532,12.334673392232624,3.190903047039927,1
103032,Roads & Highways,Unknown Agency,Gujarat,752.3,0,0,1,126.12467480271215,13.859065624803403,20.437194535081126,22
103033,Roads & Highways,Unknown Agency,Gujarat,778.15,0,0,1,100.57515751959954,10.160698427714308,18.19466664359923,8
103034,Roads & Highways,Unknown Agency,Gujarat,625.58,0,0,0,67.35770715573273,10.986589099049091,-0.8876379933504941,1
103035,Roads & Highways,Unknown Agency,Gujarat,819.14,1,0,0,99.18271624169634,8.41348509418403,44.141467148326186,36
103036,Roads & Highways,Unknown Agency,Gujarat,1373.06,1,1,0,244.04761049669628,15.77045334254776,27.632048012596616,55
103037,Roads & Highways,Unknown Agency,Gujarat,894.01,0,0,0,105.5955890184614,15.809803480431334,-1.5342859612383835,3
103038,Roads & Highways,Unknown Agency,Gujarat,162.73,0,0,0,16.159815797273655,7.601872717269224,2.162089950790854,3
103039,Roads & Highways,Unknown Agency,Gujarat,698.4,0,0,0,101.89635431706978,13.933245140173739,-1.96458602167792,1
103040,Roads & Highways,Unknown Agency,Gujarat,1181.34,0,0,1,235.29642905621893,7.632808003473723,18.820255135610797,10
103041,Roads & Highways,Unknown Agency,Gujarat,1188.46,0,0,0,98.15219052635723,11.849303347978932,-0.9580960557300762,2
103042,Roads & Highways,Unknown Agency,Gujarat,764.02,0,0,0,104.12153715886768,13.059538799256625,1.2261386675030677,-1
103044,Roads & Highways,Unknown Agency,Gujarat,2070.44,1,1,0,269.2336671045278,3.5120864782038277,53.17557834310975,47
103045,Roads & Highways,Unknown Agency,Gujarat,1024.69,0,0,0,189.1925836725354,10.584500269616278,4.3153446785378655,1
103046,Roads & Highways,Unknown Agency,Gujarat,877.71,0,0,0,60.13362377377712,7.254950030423657,3.506956538543542,-1
103047,Roads & Highways,Unknown Agency,Gujarat,750.53,0,1,0,114.97405957480044,12.707314676527492,13.166865135966653,6
103048,Roads & Highways,Unknown Agency,Gujarat,603.08,1,0,1,104.4658260182022,4.977658327237627,48.275085924238525,51
103049,Roads & Highways,Unknown Agency,Gujarat,1185.66,0,1,0,140.28356556710514,6.481153883821486,7.587566934325664,21
103050,Roads & Highways,Unknown Agency,Gujarat,1185.69,0,0,0,237.63512867446292,13.448661217375658,-1.6907669400739702,2
103051,Roads & Highways,Unknown Agency,Haryana,1866.49,0,0,0,344.6364516305092,10.045176254026611,2.783000186402309,1
103052,Roads & Highways,Unknown Agency,Haryana,1533.87,0,0,0,314.0105834245852,13.838242934979014,3.130140405075422,3
103053,Roads & Highways,Unknown Agency,Haryana,1606.27,0,0,0,159.1419372978678,11.720303713876845,1.2611578107038808,2
103054,Roads & Highways,Unknown Agency,Haryana,1306.95,0,0,1,134.98721312972953,8.451705378145206,16.68245793589025,9
103055,Roads & Highways,Unknown Agency,Haryana,401.74,1,0,0,27.498714541241696,3.727993492136749,42.95246755721865,19
103056,Roads & Highways,Unknown Agency,Haryana,1275.31,0,1,1,324.79801241817916,8.971597283984266,36.917707483159106,44
103057,Roads & Highways,Unknown Agency,Haryana,927.22,1,1,0,164.78945038657753,12.515986856199657,55.428350265157874,47
103058,Roads & Highways,Unknown Agency,Haryana,1330.23,0,0,1,114.51112607150426,7.89085972196302,28.587185931693497,11
103059,Roads & Highways,Unknown Agency,Haryana,1269.5,0,0,1,174.53616882674737,15.317811632632598,17.770448098038543,23
103060,Roads & Highways,Unknown Agency,Haryana,1093.35,0,1,0,213.80093629227895,9.613713952059666,20.17351791827806,25
103061,Roads & Highways,Unknown Agency,Haryana,994.22,1,0,1,311.78914978620753,14.749497873562895,64.263890192606,41
103062,Roads & Highways,Unknown Agency,Haryana,1810.04,0,1,0,359.28696023879206,12.994376208540817,14.26908555495459,10
103063,Roads & Highways,Unknown Agency,Haryana,1741.45,0,1,1,195.83484076845758,2.0364232756136964,29.83931975841559,38
103064,Roads & Highways,Unknown Agency,Himachal Pradesh,345.89,0,0,0,20.641673512830437,7.164623123980206,2.7827132907577603,1
103065,Roads & Highways,Unknown Agency,Himachal Pradesh,274.36,1,0,0,44.22559118516021,8.3892019668864,24.392453639188822,33
103066,Roads & Highways,Unknown Agency,Himachal Pradesh,230.55,0,1,1,50.513124356014316,8.826548614367908,37.36786443062094,23
103109,Roads & Highways,Unknown Agency,Delhi,245.3,0,0,1,41.56809146812071,11.23128391691683,16.60149850693337,13
103067,Roads & Highways,Unknown Agency,Himachal Pradesh,314.67,1,0,0,63.037730799048816,10.790357379649711,44.897894817252585,23
103068,Roads & Highways,Unknown Agency,Himachal Pradesh,314.32,1,0,1,63.24682503766246,14.877569156070322,51.10455250623913,43
103069,Roads & Highways,Unknown Agency,Himachal Pradesh,371.93,0,0,0,41.405122450258716,11.301672913062383,-0.6651729776457678,1
103070,Roads & Highways,Unknown Agency,Himachal Pradesh,251.62,1,0,1,53.71235038922762,5.745525738746942,56.35715374175656,42
103071,Roads & Highways,Unknown Agency,Himachal Pradesh,870.95,0,0,0,102.56106872222335,14.474121337530967,2.2101393810821452,0
103072,Roads & Highways,Unknown Agency,Himachal Pradesh,1464.12,0,0,0,197.6378736256982,9.150828066283925,3.8770694475072807,2
103073,Roads & Highways,Unknown Agency,Himachal Pradesh,3419.95,1,0,1,300.77829334152995,3.7599080428965292,46.40622560929695,41
103074,Roads & Highways,Unknown Agency,Himachal Pradesh,191.11,0,0,0,37.100885694947465,16.312513963282782,3.96055699558128,-1
103075,Roads & Highways,Unknown Agency,Himachal Pradesh,696.65,0,0,0,16.91471727615192,5.82812161287157,0.4863948167608796,3
103076,Roads & Highways,Unknown Agency,Himachal Pradesh,930.86,0,0,0,87.90590293591879,8.18065081842359,0.5829563973227496,0
103077,Roads & Highways,Unknown Agency,Himachal Pradesh,815.68,0,0,0,130.67878064569908,14.11204254886647,0.5175875224393209,1
103078,Roads & Highways,Unknown Agency,Himachal Pradesh,1113.02,1,0,1,68.19004857724912,2.0407811362676274,49.96113404839637,42
103079,Roads & Highways,Unknown Agency,Himachal Pradesh,1146.19,1,0,0,82.30568972021852,8.854686258127831,25.271933407197054,12
103080,Roads & Highways,Unknown Agency,Himachal Pradesh,1322.95,0,0,1,198.6407208835842,10.050539912594239,15.729953920098328,12
103081,Others,Unknown Agency,Himachal Pradesh,739.39,1,0,1,212.6221415511904,14.402168581959401,57.108277715898794,32
103082,Roads & Highways,Unknown Agency,Himachal Pradesh,1244.43,0,0,1,143.90295417854935,16.996976125831743,15.16735167568439,18
103083,Roads & Highways,Unknown Agency,Himachal Pradesh,1703.48,1,0,1,72.77289599192537,5.3958323424567,71.33497068955793,40
103084,Roads & Highways,Unknown Agency,Himachal Pradesh,1956.26,0,0,0,195.9130610751572,12.78117241264276,0.4813046849634617,0
103085,Roads & Highways,Unknown Agency,Himachal Pradesh,881.74,0,1,0,81.80913624084327,9.559446708518067,15.197803422578659,20
103086,Roads & Highways,Unknown Agency,Himachal Pradesh,1002.11,1,0,1,203.59593140472077,14.85547851467043,38.99800580721339,43
103087,Roads & Highways,Unknown Agency,Delhi,224.44,0,1,0,19.69382910229864,7.306142657611751,11.26229274007589,17
103088,Roads & Highways,Unknown Agency,Delhi,702.1,1,1,1,28.606992041983048,1.541483590224248,62.65041762917332,44
103089,Roads & Highways,Unknown Agency,Delhi,992.43,0,1,0,126.16129267554186,9.457821150354505,17.08842401546693,25
103090,Roads & Highways,Unknown Agency,Delhi,980.21,0,1,0,164.3465012379781,6.948422108250856,19.645778553828357,22
103091,Others,Unknown Agency,Delhi,426.15,0,0,0,90.9007785972108,15.205190464119099,2.824899971993543,3
103092,Roads & Highways,Unknown Agency,Delhi,823.46,0,0,0,176.2258634617695,17.038960719632747,-1.2349311956558622,1
103093,Others,Unknown Agency,Delhi,1404.94,1,0,0,273.9209351982295,8.246562918212351,38.09056677267867,36
103094,Roads & Highways,Unknown Agency,Delhi,642.24,0,0,0,72.93719191445865,12.348493315887588,0.4194756757050082,0
103095,Roads & Highways,Unknown Agency,Delhi,734.64,1,1,1,73.14907138506464,3.511651015388675,57.255616614752924,67
103096,Roads & Highways,Unknown Agency,Delhi,562.45,1,0,0,51.70428246031271,7.068146298029989,17.171422686553115,20
103097,Roads & Highways,Unknown Agency,Delhi,152.93,1,0,0,36.99618504665148,8.593155453403831,47.78755861564469,15
103098,Roads & Highways,Unknown Agency,Delhi,796.97,0,0,0,91.31200317071904,11.908150820166934,-1.3776688453076789,3
103099,Roads & Highways,Unknown Agency,Delhi,395.25,1,0,0,43.04991292940798,9.676080957358195,28.79703462877904,21
103100,Roads & Highways,Unknown Agency,Delhi,272.49,0,0,0,19.301479535488397,9.131567385155236,0.40411246245883614,2
103101,Others,Unknown Agency,Delhi,228.39,0,0,1,56.60105886265265,10.775538640214897,30.413557978361958,16
103102,Others,Unknown Agency,Delhi,512.43,1,0,1,46.7612557449369,5.079801546875284,31.543698635827873,34
103103,Roads & Highways,Unknown Agency,Delhi,486.45,0,1,0,73.52599314255464,10.250616853270419,12.918614710238577,20
103104,Roads & Highways,Unknown Agency,Delhi,255.9,0,0,1,16.79377691709169,6.877433915667012,23.753278628449216,18
103105,Roads & Highways,Unknown Agency,Delhi,210.79,0,0,0,32.6378644883855,11.694018439674231,-0.4941408271174088,2
103106,Roads & Highways,Unknown Agency,Delhi,859.67,1,0,0,169.57965270891165,7.228186069975118,38.68000224750504,14
103107,Roads & Highways,Unknown Agency,Delhi,398.51,0,0,0,69.92420960317757,14.698785592589537,4.172349693441234,2
103108,Roads & Highways,Unknown Agency,Delhi,322.49,0,0,0,5.824819571829607,3.948232952133779,1.0235181260167288,1
103110,Roads & Highways,Unknown Agency,Delhi,2714.95,0,0,0,188.77723182923864,14.594685282487944,-0.9240849343095592,2
103111,Roads & Highways,Unknown Agency,Delhi,2894.74,0,0,0,338.1406839862566,12.211378051636835,3.3130490581564214,0
103112,Roads & Highways,Unknown Agency,Delhi,1821.72,0,0,1,359.53843722297586,14.258102793064364,16.957970110290493,18
103113,Roads & Highways,Unknown Agency,Delhi,975.38,0,1,0,124.43904229243708,14.372362988482543,11.584320426564647,12
103114,Roads & Highways,Unknown Agency,Delhi,2919.96,0,0,0,487.56709484783596,12.937558268160753,2.4742386407518353,-1
103115,Roads & Highways,Unknown Agency,Delhi,1912.17,0,0,0,257.77646871415163,10.55218816586435,-1.7461585812391651,1
103116,Roads & Highways,Unknown Agency,Delhi,1401.87,1,0,0,309.1468510058023,15.382298673755685,40.586571823072354,28
103117,Roads & Highways,Unknown Agency,Delhi,614.48,0,1,0,41.05767655373177,10.061453621084816,11.539085288890629,14
103118,Roads & Highways,Unknown Agency,Delhi,961.0,1,0,1,15.124219775479634,1.0918019843809026,42.78201188155125,55
103119,Roads & Highways,Unknown Agency,Delhi,242.65,0,0,0,21.66353867855412,10.750218444272875,-1.2026027490128737,3
103120,Roads & Highways,Unknown Agency,Delhi,855.74,0,0,0,35.8799736921319,3.6202912765080413,3.990921659591316,0
103121,Roads & Highways,Unknown Agency,Delhi,295.06,0,0,1,74.76571189139753,15.824144216021772,17.129702392331403,16
103122,Roads & Highways,Unknown Agency,Delhi,497.09,0,0,0,55.60344324445376,8.49378068873039,3.105409420025116,2
103123,Roads & Highways,Unknown Agency,Jharkhand,315.21,0,0,0,58.124935452894334,15.064773169055588,2.9673900046298947,2
103124,Roads & Highways,Unknown Agency,Jharkhand,458.78,1,0,1,83.23016061579864,9.842445597530077,57.49965458904136,38
103125,Roads & Highways,Unknown Agency,Jharkhand,153.01,0,0,0,19.91401881451668,10.141692785929415,1.3321687248515275,2
103126,Roads & Highways,Unknown Agency,Jharkhand,423.18,1,0,0,18.370670148432268,5.63600942773916,33.32144336465002,36
103127,Roads & Highways,Unknown Agency,Jharkhand,255.73,1,0,0,39.64488479355509,17.980469375791188,31.05851683766416,21
103128,Roads & Highways,Unknown Agency,Jharkhand,300.46,0,0,1,69.84668621180676,12.198777340834546,15.478059369953229,18
103129,Roads & Highways,Unknown Agency,Jharkhand,687.77,1,0,0,160.084542786768,12.933297204816412,18.964315151126243,14
103130,Roads & Highways,Unknown Agency,Jharkhand,1325.8,0,0,0,35.654430010835995,10.685900242530323,-0.4493425203506973,2
103937,Water Resources,Unknown Agency,Maharashtra,210.45,0,1,0,35.96076395225184,11.42023341387052,13.567681017713301,12
103131,Roads & Highways,Unknown Agency,Jharkhand,1882.93,0,0,1,172.8245959810509,9.29376363797573,30.64234004043388,11
103132,Roads & Highways,Unknown Agency,Jharkhand,1214.93,0,0,0,102.62015423381115,4.016703923402616,4.469835254952097,2
103133,Roads & Highways,Unknown Agency,Jharkhand,1007.97,0,0,0,105.5744462385884,10.959426104783503,2.074883503291109,2
103134,Roads & Highways,Unknown Agency,Jharkhand,936.26,0,0,1,80.23004368102568,13.208347996379928,11.852692718092657,14
103135,Roads & Highways,Unknown Agency,Jharkhand,303.53,1,0,0,63.45197303054485,8.844258705902504,46.14826854118683,25
103136,Roads & Highways,Unknown Agency,Jharkhand,1129.48,1,0,0,132.40227907541998,10.051156417628164,38.12368506766894,17
103137,Roads & Highways,Unknown Agency,Jharkhand,1517.87,0,0,0,44.74322654490675,3.9732924111283694,4.6077415732478775,2
103138,Roads & Highways,Unknown Agency,Jharkhand,1436.8,0,0,0,233.8546606636462,11.812450032461438,1.47515514104661,-1
103139,Roads & Highways,Unknown Agency,Jharkhand,1274.82,1,0,0,129.03376021381732,6.934021354738283,37.313799610388344,22
103140,Roads & Highways,Unknown Agency,Jharkhand,662.44,1,0,1,152.443771014842,12.90895876596823,52.87728775836135,43
103141,Roads & Highways,Unknown Agency,Jharkhand,1479.72,1,0,0,109.00212761093962,8.266406550011581,30.407600924242786,12
103142,Roads & Highways,Unknown Agency,Jharkhand,1504.8,0,0,1,44.56949726676976,8.598258453146144,16.49459350276811,22
103143,Roads & Highways,Unknown Agency,Jharkhand,1444.94,0,0,0,174.1790617214425,11.114880419742171,-1.1066072985576114,1
103144,Roads & Highways,Unknown Agency,Jharkhand,1565.47,0,0,0,69.9715447093945,9.772934505634261,-1.9992074179849793,0
103145,Roads & Highways,Unknown Agency,Jharkhand,235.42,0,0,0,27.734412541749663,15.908013307361209,-1.9920196256893106,3
103146,Roads & Highways,Unknown Agency,Karnataka,298.0,0,0,0,20.179229979659794,10.347942970927818,0.5262092509493406,0
103147,Roads & Highways,Unknown Agency,Karnataka,204.42,0,0,0,24.482863770851274,12.08935000978419,0.38098074222462586,0
103148,Others,Unknown Agency,Karnataka,314.55,0,0,0,49.91342324142792,12.913166424350504,1.021835804665192,0
103149,Roads & Highways,Unknown Agency,Karnataka,398.48,0,0,0,47.34488314027573,10.967684376157347,3.9563030880760746,0
103150,Roads & Highways,Unknown Agency,Karnataka,718.52,0,0,0,96.87768024557522,10.470797535621365,0.926019469911961,0
103151,Others,Unknown Agency,Karnataka,157.32,0,1,1,29.146367652805125,12.236868482896003,24.23000770595293,35
103152,Roads & Highways,Unknown Agency,Karnataka,177.94,0,0,0,21.928579899050874,11.207014278222424,0.7785206944907292,0
103153,Roads & Highways,Unknown Agency,Karnataka,471.62,0,0,1,33.05540229561734,7.942283118031597,11.145671968463457,9
103175,Roads & Highways,Unknown Agency,Karnataka,1363.9,0,0,1,214.6696721795762,10.547938457463687,10.19183671190135,20
103154,Roads & Highways,Unknown Agency,Karnataka,170.34,0,0,1,34.90425064614851,10.870130868946966,15.601421893511503,14
103155,Roads & Highways,Unknown Agency,Karnataka,445.62,0,0,1,48.32068550684926,8.972205375388754,26.44428340186614,16
103156,Roads & Highways,Unknown Agency,Karnataka,333.96,1,1,0,64.52053442358647,6.500574654326975,39.43593993649449,18
103157,Roads & Highways,Unknown Agency,Karnataka,350.69,0,1,0,45.65503497196431,8.22364414289234,12.62007674931484,21
103158,Roads & Highways,Unknown Agency,Karnataka,264.14,0,0,0,40.94292368734082,17.542324957446283,-0.27633420534890396,1
103159,Others,Unknown Agency,Karnataka,516.96,0,0,0,80.15752566983474,11.444289678328307,2.3715562512712625,1
103160,Roads & Highways,Unknown Agency,Karnataka,617.28,1,0,1,132.31520097543336,9.318884741196413,55.85514681173997,28
103161,Roads & Highways,Unknown Agency,Karnataka,255.88,0,0,0,17.515488382350924,6.512079359968283,2.4033285660153485,3
103162,Roads & Highways,Unknown Agency,Karnataka,196.05,0,0,0,11.096737090667403,16.3705627434628,-1.1563012516763418,3
103163,Roads & Highways,Unknown Agency,Karnataka,355.72,0,1,1,36.65284932350376,3.7731324877876933,26.903084497230516,26
103164,Roads & Highways,Unknown Agency,Karnataka,423.15,0,0,1,25.030675599256256,6.976047389803824,24.032367498807243,20
103165,Roads & Highways,Unknown Agency,Karnataka,166.58,0,1,0,22.430033725704718,16.73608783150125,10.388844041664242,16
103166,Roads & Highways,Unknown Agency,Karnataka,957.09,0,0,0,33.696689428918035,5.5657346356141915,0.32946313435965147,1
103167,Roads & Highways,Unknown Agency,Karnataka,313.56,1,0,0,86.96375588256419,17.44371528667819,39.933751943621154,24
103168,Roads & Highways,Unknown Agency,Karnataka,394.95,0,0,0,58.60355227374916,16.39677732952635,0.09559554052219399,1
103169,Roads & Highways,Unknown Agency,Karnataka,613.65,1,1,0,110.86122894617074,15.342645859919386,42.00866841531508,35
103170,Roads & Highways,Unknown Agency,Karnataka,1135.39,0,1,0,235.50166045034302,11.499702575022788,10.950741284825263,11
103171,Roads & Highways,Unknown Agency,Karnataka,1454.67,0,1,0,173.61384377625518,12.690128874325637,8.527692050635345,16
103172,Roads & Highways,Unknown Agency,Karnataka,1438.74,0,0,1,83.1598385813079,5.100035807663559,23.462641108756067,13
103173,Roads & Highways,Unknown Agency,Karnataka,2355.56,0,0,0,135.16335966752763,11.104534633111356,-0.3702709848948542,0
103174,Roads & Highways,Unknown Agency,Karnataka,1246.15,0,0,1,241.5664287921769,15.460510657725571,19.1023100645901,23
103228,Roads & Highways,Unknown Agency,Kerala,3635.64,0,1,1,976.7040440707362,10.076959166560531,23.73796199896786,36
103176,Roads & Highways,Unknown Agency,Karnataka,1427.88,1,1,1,266.23602828870924,4.219849796869263,71.89088407862471,65
103177,Roads & Highways,Unknown Agency,Karnataka,626.01,0,0,1,83.30426645088676,5.65079706204795,27.018839113047218,18
103178,Roads & Highways,Unknown Agency,Karnataka,1167.52,0,0,0,163.6709750309924,14.442144605052505,-0.9388971020334271,0
103179,Roads & Highways,Unknown Agency,Karnataka,1660.19,0,1,1,392.1493357713062,16.331958720965943,24.716658031904018,44
103180,Roads & Highways,Unknown Agency,Karnataka,3496.01,1,0,1,463.1071810047979,3.0329544661374594,54.752575264818304,31
103181,Roads & Highways,Unknown Agency,Karnataka,738.37,0,0,1,149.8675230019624,11.790995908450576,9.86545297198661,16
103182,Roads & Highways,Unknown Agency,Karnataka,1340.15,0,0,1,283.2234106737849,17.193509122310644,23.61023641319241,9
103183,Roads & Highways,Unknown Agency,Karnataka,456.79,0,1,0,10.055144870005943,5.365001668819799,9.200084618579014,21
103184,Roads & Highways,Unknown Agency,Karnataka,883.62,0,0,0,50.19860407598321,8.10997166437187,4.383875906204883,1
103185,Roads & Highways,Unknown Agency,Karnataka,909.86,0,0,0,41.236080826644184,8.35409026382544,0.2898625975794662,2
103186,Roads & Highways,Unknown Agency,Karnataka,1062.76,0,1,0,129.39391507094547,12.27422053103188,7.464835251570015,23
103187,Roads & Highways,Unknown Agency,Karnataka,1272.71,0,0,0,193.18287191500735,9.31043447526288,4.899679831865442,0
103188,Roads & Highways,Unknown Agency,Karnataka,2082.98,1,0,1,288.6048186067865,5.291380781175036,62.754960431198164,45
103189,Roads & Highways,Unknown Agency,Karnataka,1386.41,1,0,0,278.40987177329794,15.482810480269222,40.35622518432847,25
103190,Roads & Highways,Unknown Agency,Karnataka,839.0,0,0,0,67.33157618935047,6.825857413750072,2.3714031816404875,3
103191,Roads & Highways,Unknown Agency,Karnataka,2032.15,0,0,1,541.5590060679127,10.68291731344123,24.887965384061456,14
103192,Roads & Highways,Unknown Agency,Karnataka,1181.68,0,0,1,131.60963665324675,2.8719658968603343,15.927994762763433,12
103193,Roads & Highways,Unknown Agency,Karnataka,1317.74,0,0,0,136.1994241158909,14.386771729821042,4.054851709271961,2
103194,Others,Unknown Agency,Karnataka,1644.92,0,1,0,124.99229557906601,6.798676342501496,16.789708481444826,15
103195,Roads & Highways,Unknown Agency,Karnataka,1141.88,0,0,0,52.312355685388866,14.050023727456484,2.3975853513599477,3
103196,Roads & Highways,Unknown Agency,Karnataka,1311.41,0,1,0,177.01527700295014,15.80090448840511,8.461028283224962,16
103197,Roads & Highways,Unknown Agency,Karnataka,1452.43,0,0,0,167.5669233670061,11.513884524656298,4.799648963760518,2
103198,Roads & Highways,Unknown Agency,Karnataka,1021.57,0,0,1,205.85202316404764,12.57606958250878,23.882639498699902,10
103199,Roads & Highways,Unknown Agency,Karnataka,2919.8,0,0,0,425.54717415614596,12.739056057009073,1.873729430899676,0
103200,Roads & Highways,Unknown Agency,Karnataka,2531.99,0,0,0,138.85827980363592,3.6543567792025584,4.098430529601837,1
103201,Roads & Highways,Unknown Agency,Karnataka,309.9,1,0,0,56.44580201472584,15.360761054945698,14.373965082568626,26
103202,Roads & Highways,Unknown Agency,Karnataka,1519.72,1,0,1,244.42892200630325,12.724296834849149,55.22646325587834,56
103203,Roads & Highways,Unknown Agency,Karnataka,2082.69,1,0,1,427.2134112623753,8.719166821614753,46.95147355958237,41
103204,Roads & Highways,Unknown Agency,Karnataka,1214.3,1,0,1,166.834884019947,6.657290336665058,56.948513929403035,30
103205,Roads & Highways,Unknown Agency,Karnataka,2104.7,0,0,1,178.6570294327418,5.6238279275836724,30.210523776511963,14
103206,Roads & Highways,Unknown Agency,Karnataka,688.0,0,1,0,50.6081153981389,10.184121138404617,23.47000921516495,14
103207,Roads & Highways,Unknown Agency,Karnataka,1364.14,0,0,1,199.99776107555635,6.5704464478504345,21.41967355564275,18
103208,Roads & Highways,Unknown Agency,Karnataka,1505.85,0,0,1,219.60007309444194,9.879486368876208,19.580007759433443,11
103209,Roads & Highways,Unknown Agency,Karnataka,1444.5,1,0,0,314.5992304469992,14.292897798743518,24.642008153883936,35
103210,Roads & Highways,Unknown Agency,Kerala,294.28,1,0,0,72.85307898355063,14.952848308325805,43.180039067778694,12
103211,Roads & Highways,Unknown Agency,Kerala,1746.45,0,0,0,161.3668681714032,8.008661717245317,2.3836721844597983,-1
103212,Roads & Highways,Unknown Agency,Kerala,2714.6,1,0,0,298.02029989842913,8.448934007133985,29.6825576773917,19
103213,Roads & Highways,Unknown Agency,Kerala,3205.77,1,1,1,35.299304993617696,0.059297731557036784,72.21785289312432,65
103214,Roads & Highways,Unknown Agency,Kerala,210.0,0,0,1,29.4496004168588,16.931861567037927,24.62529092531401,8
103215,Roads & Highways,Unknown Agency,Kerala,4924.11,1,0,0,1345.612563006378,16.7725921768727,41.81798258709267,23
103216,Roads & Highways,Unknown Agency,Kerala,4023.94,1,1,0,760.2020295673265,16.60116938437408,45.867443022211944,38
103217,Roads & Highways,Unknown Agency,Kerala,4225.59,0,0,0,499.79295118818527,12.441301353923741,0.7418191362259328,3
103218,Roads & Highways,Unknown Agency,Kerala,4302.06,0,0,0,656.1725883763631,7.934872450840622,0.9163460990890431,-1
103219,Roads & Highways,Unknown Agency,Kerala,3465.82,1,0,0,475.4301163400181,15.446316130909558,20.69025504125859,13
103220,Roads & Highways,Unknown Agency,Kerala,2429.52,0,0,0,105.77984253958584,8.931206010103637,1.796700396951223,2
103221,Roads & Highways,Unknown Agency,Kerala,2878.97,0,0,0,296.90859664757636,10.721570804533329,2.246729513687203,0
103222,Roads & Highways,Unknown Agency,Kerala,3273.61,0,0,0,347.5131601413136,17.0026667286483,3.036289650452227,-1
103223,Roads & Highways,Unknown Agency,Kerala,2842.14,0,0,1,368.68519348605105,12.20505383878374,21.997377039535444,8
103224,Roads & Highways,Unknown Agency,Kerala,1187.47,0,0,0,175.52252679753718,9.832041818937402,1.295143847846437,0
103225,Roads & Highways,Unknown Agency,Kerala,1424.77,1,0,0,92.995097349866,11.30106447335767,17.194500557195923,17
103226,Roads & Highways,Unknown Agency,Kerala,3041.65,0,0,0,415.23171950260917,9.85709194782752,2.5441809125064943,-1
103227,Roads & Highways,Unknown Agency,Kerala,2641.37,1,0,1,362.3482005720207,4.812996841988802,55.73912893637029,29
103229,Roads & Highways,Unknown Agency,Ladakh,398.37,1,0,1,2.910100775357874,1.555703811815449,43.95190024095397,37
103230,Roads & Highways,Unknown Agency,Ladakh,381.01,0,0,0,60.20724279807578,13.139494293186289,3.891755673548258,2
103231,Roads & Highways,Unknown Agency,Ladakh,404.89,0,0,0,57.994229063978366,8.585420836399777,0.5327992715821948,0
103232,Roads & Highways,Unknown Agency,Madhya Pradesh,648.05,0,0,1,26.858991194925387,5.200080111122829,15.64266380769069,22
103233,Roads & Highways,Unknown Agency,Madhya Pradesh,511.83,1,0,0,120.14275319679228,9.331399106235413,31.506390544350705,20
103234,Others,Unknown Agency,Madhya Pradesh,241.23,0,0,1,20.422094276801428,6.373017844964595,25.583811394486204,8
103235,Roads & Highways,Unknown Agency,Madhya Pradesh,329.14,0,0,1,77.03066394896595,9.770576397450748,13.184103974394898,12
103236,Roads & Highways,Unknown Agency,Madhya Pradesh,365.21,0,0,0,24.534849409673654,8.943877234097982,4.947247526639099,1
103237,Roads & Highways,Unknown Agency,Madhya Pradesh,386.49,0,0,0,57.10541896673428,14.817118518816471,1.789987697586855,-1
103238,Roads & Highways,Unknown Agency,Madhya Pradesh,425.97,0,0,1,43.57561215378115,13.807201673697328,20.461986904202305,17
103239,Others,Unknown Agency,Madhya Pradesh,275.4,0,0,0,49.975230162806824,14.171433663634758,-0.1811217215169747,0
103240,Others,Unknown Agency,Madhya Pradesh,315.55,0,0,1,54.70177731266128,7.921608693687578,18.766994799601626,7
103241,Others,Unknown Agency,Madhya Pradesh,492.12,0,0,0,53.70646968475563,12.61749115350689,0.09391042875585098,1
103242,Roads & Highways,Unknown Agency,Madhya Pradesh,851.4,1,0,0,201.07735907732985,8.854015516596348,28.936784580559454,32
103243,Roads & Highways,Unknown Agency,Madhya Pradesh,179.18,0,0,0,22.65444225101197,15.08341646692299,0.9156531322929329,1
